"Referred.a.Friend" "Number.of.Referrals" "Tenure.in.Months" "Offer" "Phone.Service" "Avg.Monthly.Long.Distance.Charges" "Multiple.Lines" "Internet.Service" "Internet.Type" "Avg.Monthly.GB.Download" "Online.Security" "Online.Backup" "Device.Protection.Plan" "Premium.Tech.Support" "Streaming.TV" "Streaming.Movies" "Streaming.Music" "Unlimited.Data" "Contract" "Paperless.Billing" "Payment.Method" "Monthly.Charge" "Total.Regular.Charges" "Total.Refunds" "Total.Extra.Data.Charges" "Total.Long.Distance.Charges" "Gender" "Age" "Married" "Dependents" "Number.of.Dependents" "Latitude" "Longitude" "Population" "Churn.Value" "CLTV" "Total.Customer.Svc.Requests" "Product.Service.Issues.Reported" "Customer.Satisfaction"
"6712" "Yes" 2 18 "Offer D" "Yes" 39.56 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.1 428.45 1 0 712.08 "Female" 33 "Yes" "Yes" 1 40.740138 -122.587476 373 0 3675 0 0 "-99"
"4531" "No" 0 17 "None" "Yes" 4.38 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Mailed Check" 20.15 353.65 0 0 74.46 "Female" 35 "No" "No" 0 38.608405 -121.449942 25355 0 4650 0 0 "-99"
"4473" "No" 0 9 "Offer E" "Yes" 13.72 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.4 181.8 0 0 123.48 "Male" 36 "No" "No" 0 38.99003 -121.114408 18197 0 5380 0 0 "-99"
"2139" "Yes" 3 39 "None" "No" 0 "No" "Yes" "DSL" 14 "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 58.136 2184.35 0 306 0 "Female" 50 "Yes" "No" 0 34.005439 -118.477507 26099 0 5632 4 0 "-99"
"678" "Yes" 7 11 "Offer D" "Yes" 24.42 "No" "Yes" "Fiber Optic" 29 "No" "No" "No" "No" "No" "No" "No" "Yes" "Two Year" "Yes" "Bank Withdrawal" 70.2 834.7 0 24.21 268.62 "Male" 76 "Yes" "No" 0 34.136367 -117.460803 54586 0 2848 0 0 "-99"
"2416" "No" 0 1 "None" "Yes" 10.38 "Yes" "Yes" "Cable" 8 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 105.508 101.45 0 0 10.38 "Male" 32 "No" "No" 0 39.225634 -121.156163 1601 1 4390 3 0 "-99"
"4035" "Yes" 9 71 "Offer A" "Yes" 27.26 "Yes" "Yes" "Fiber Optic" 12 "No" "Yes" "Yes" "No" "No" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 95.75 6849.4 0 822 1935.46 "Female" 58 "Yes" "Yes" 2 36.464635 -119.094348 8870 0 4865 2 0 "-99"
"4395" "No" 0 60 "None" "Yes" 22.88 "No" "Yes" "Fiber Optic" 48 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 104.95 6236.75 0 0 1372.8 "Female" 30 "No" "No" 0 37.609095 -121.263381 274 0 5926 1 0 "-99"
"1701" "Yes" 1 29 "None" "Yes" 40.49 "No" "Yes" "Fiber Optic" 16 "Yes" "No" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "No" "Credit Card" 98.436 2649.15 0 424 1174.21 "Male" 43 "Yes" "No" 0 38.264262 -120.515133 1692 1 5150 1 1 "-99"
"4300" "No" 0 7 "None" "Yes" 9.19 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.4 168.65 0 0 64.33 "Male" 63 "No" "No" 0 36.525703 -120.952122 813 0 5873 0 0 "-99"
"6239" "Yes" 1 53 "None" "Yes" 20.44 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 20.2 1068.15 0 0 1083.32 "Male" 38 "Yes" "Yes" 3 36.819628 -119.440414 28991 0 6050 0 0 "-99"
"231" "No" 0 9 "None" "Yes" 10.66 "Yes" "Yes" "DSL" 16 "No" "Yes" "No" "No" "Yes" "Yes" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 103.428 919.4 0 0 95.94 "Male" 67 "No" "No" 0 34.066964 -117.937007 44099 1 2313 2 2 "s1"
"4719" "No" 0 7 "None" "Yes" 15.54 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.65 155.9 0 0 108.78 "Female" 55 "No" "No" 0 34.037037 -118.705803 11 0 2100 1 0 "-99"
"2141" "No" 0 2 "Offer E" "No" 0 "No" "Yes" "DSL" 9 "No" "Yes" "Yes" "Yes" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 42.016 77.15 0 7 0 "Male" 34 "No" "No" 0 33.833181 -118.292062 17058 1 3620 3 0 "-99"
"5030" "Yes" 10 9 "Offer E" "Yes" 44.37 "No" "Yes" "Fiber Optic" 57 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 103.1 970.45 1 0 399.33 "Male" 32 "Yes" "Yes" 3 33.748478 -117.858918 58157 1 4171 3 0 "-99"
"2927" "No" 0 32 "None" "Yes" 4.61 "Yes" "Yes" "DSL" 12 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 109.55 3608 0 43.3 147.52 "Female" 55 "No" "No" 0 33.918043 -117.617809 16998 0 5076 1 0 "-99"
"5564" "No" 0 59 "None" "Yes" 30.44 "No" "Yes" "Fiber Optic" 30 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Bank Withdrawal" 95.8 5655.45 0 1697 1795.96 "Female" 36 "No" "No" 0 38.788898 -121.608624 751 0 5470 0 0 "-99"
"1031" "Yes" 1 19 "None" "Yes" 30.44 "No" "Yes" "Fiber Optic" 26 "Yes" "No" "Yes" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 66.4 1286.05 0 0 578.36 "Male" 71 "Yes" "No" 0 36.757345 -119.818274 16346 1 4533 0 0 "-99"
"4337" "Yes" 8 62 "Offer B" "Yes" 15.05 "Yes" "Yes" "Fiber Optic" 23 "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Credit Card" 106.05 6703.5 0 1542 933.1 "Female" 47 "Yes" "Yes" 2 38.200231 -121.235034 6317 0 6361 1 0 "-99"
"4661" "No" 0 67 "None" "Yes" 47.46 "No" "Yes" "Fiber Optic" 20 "Yes" "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "Two Year" "Yes" "Credit Card" 69.2 4671.65 0 0 3179.82 "Male" 59 "Yes" "No" 0 39.672813 -120.456699 322 1 4323 2 0 "s3"
"6072" "Yes" 4 43 "None" "Yes" 2.81 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 24.25 1077.95 0 0 120.83 "Male" 60 "Yes" "Yes" 2 33.678591 -117.905471 48207 0 4432 0 0 "-99"
"6214" "Yes" 3 69 "None" "No" 0 "No" "Yes" "Fiber Optic" 11 "Yes" "No" "Yes" "Yes" "No" "No" "No" "Yes" "Two Year" "No" "Credit Card" 39.1 2779.5 0 0 0 "Male" 52 "Yes" "Yes" 1 37.17277 -119.2997 273 0 5987 2 1 "-99"
"4103" "Yes" 6 27 "Offer C" "Yes" 46.66 "No" "Yes" "Fiber Optic" 28 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Credit Card" 74.4 1972.35 0 0 1259.82 "Female" 56 "Yes" "Yes" 2 36.657462 -119.595293 1965 0 4331 1 0 "-99"
"3146" "Yes" 6 72 "None" "No" 0 "No" "Yes" "Fiber Optic" 4 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "No" "Bank Withdrawal" 65.5 4919.7 0 0 0 "Female" 56 "Yes" "No" 0 37.855717 -121.994813 15187 0 4119 1 1 "s3"
"1200" "No" 0 10 "None" "Yes" 49.58 "No" "Yes" "Fiber Optic" 19 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 46.644 435.4 0 83 495.8 "Male" 34 "No" "No" 0 32.85723 -117.209774 34902 1 4061 2 0 "s2"
"5922" "Yes" 1 37 "None" "Yes" 35.67 "No" "Yes" "Cable" 76 "Yes" "No" "Yes" "Yes" "No" "No" "No" "Yes" "One Year" "Yes" "Credit Card" 58.75 2203.1 0 0 1319.79 "Male" 28 "Yes" "Yes" 3 32.726627 -116.994608 56100 0 3483 3 0 "-99"
"402" "No" 0 15 "Offer D" "Yes" 17.19 "Yes" "Yes" "Cable" 21 "No" "No" "No" "Yes" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 57.2 757.1 0 159 257.85 "Female" 73 "No" "No" 0 37.83726 -122.287648 24589 1 3167 1 1 "-99"
"3047" "No" 0 68 "Offer A" "Yes" 1.27 "Yes" "Yes" "Fiber Optic" 13 "Yes" "Yes" "Yes" "No" "No" "Yes" "Yes" "Yes" "One Year" "Yes" "Credit Card" 76.9 5023 0 0 86.36 "Male" 60 "No" "No" 0 37.212191 -119.749323 9395 0 5355 1 1 "s4"
"6966" "No" 0 54 "Offer B" "Yes" 35.32 "Yes" "Yes" "Cable" 15 "No" "No" "Yes" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "No" "Credit Card" 89.4 4869.5 0 730 1907.28 "Male" 44 "No" "No" 0 32.730264 -116.950963 7863 0 5871 3 0 "-99"
"5068" "Yes" 10 25 "None" "Yes" 2.34 "No" "Yes" "Fiber Optic" 73 "Yes" "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Credit Card" 71.05 1837.7 1 0 58.5 "Female" 25 "Yes" "No" 0 34.269449 -118.768471 64802 0 5620 1 0 "-99"
"1197" "Yes" 6 52 "None" "Yes" 10.59 "Yes" "Yes" "DSL" 53 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 109.252 5624.85 1 2981 550.68 "Female" 20 "Yes" "No" 0 34.102119 -117.815532 33878 1 4839 0 0 "-99"
"2102" "No" 0 2 "None" "Yes" 24.9 "No" "Yes" "Fiber Optic" 12 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Mailed Check" 46.436 74.9 0 9 49.8 "Male" 46 "No" "No" 0 33.362575 -117.299644 42239 1 4655 2 0 "s1"
"1895" "Yes" 9 61 "Offer B" "Yes" 26.94 "Yes" "Yes" "DSL" 12 "No" "Yes" "No" "Yes" "Yes" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 97.864 5638.3 0 677 1643.34 "Male" 46 "Yes" "No" 0 33.888323 -117.277533 1005 1 6295 3 1 "-99"
"5270" "No" 0 46 "None" "Yes" 7.67 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 19.75 856.5 0 0 352.82 "Male" 62 "Yes" "Yes" 3 37.774633 -122.274434 58555 0 2610 1 0 "-99"
"2061" "No" 0 2 "None" "Yes" 38.28 "Yes" "Yes" "Fiber Optic" 20 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 77.896 147.15 0 29 76.56 "Female" 37 "No" "No" 0 38.544002 -121.685559 648 1 2078 5 1 "s1"
"247" "Yes" 1 66 "None" "Yes" 30.03 "Yes" "Yes" "Fiber Optic" 16 "Yes" "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "Two Year" "No" "Credit Card" 82.576 5154.6 0 825 1981.98 "Male" 71 "Yes" "No" 0 34.186211 -117.07683 5395 0 5910 5 0 "-99"
"6452" "No" 0 8 "Offer E" "Yes" 30.8 "No" "Yes" "Fiber Optic" 27 "No" "Yes" "No" "Yes" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 66.65 520.95 0 0 246.4 "Male" 41 "No" "No" 0 37.873283 -121.292034 5094 0 3804 0 0 "-99"
"1330" "No" 0 71 "Offer A" "Yes" 49.42 "Yes" "Yes" "Cable" 58 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Bank Withdrawal" 112.372 7532.15 0 4369 3508.82 "Male" 30 "No" "No" 0 38.014457 -122.115432 46677 0 5200 4 1 "s1"
"1075" "Yes" 6 33 "None" "Yes" 44.1 "Yes" "Yes" "Fiber Optic" 22 "No" "Yes" "No" "No" "Yes" "Yes" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 100.6 3270.25 0 71.95 1455.3 "Male" 79 "Yes" "No" 0 38.966713 -123.586412 586 0 3669 1 0 "-99"
"4495" "Yes" 6 61 "Offer B" "Yes" 18.03 "Yes" "Yes" "DSL" 22 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 103.3 6518.35 0 143.4 1099.83 "Female" 63 "Yes" "No" 0 38.736685 -121.251984 25173 1 5401 2 0 "s5"
"6893" "No" 0 13 "None" "Yes" 26.13 "No" "Yes" "Fiber Optic" 28 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 70.15 886.7 1 248 339.69 "Female" 40 "No" "No" 0 34.19829 -118.602203 23519 1 2992 2 0 "s4"
"1839" "Yes" 1 31 "None" "Yes" 2.12 "Yes" "Yes" "DSL" 19 "No" "Yes" "Yes" "No" "Yes" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 97.552 3019.5 0 574 65.72 "Male" 62 "Yes" "No" 0 34.165783 -118.399795 27453 0 4115 1 1 "-99"
"3037" "Yes" 7 59 "Offer B" "Yes" 41.15 "Yes" "Yes" "DSL" 48 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "No" "One Year" "Yes" "Credit Card" 107 6152.3 0 2953 2427.85 "Female" 20 "Yes" "No" 0 34.39583 -117.734568 413 0 4620 1 0 "-99"
"4426" "No" 0 40 "None" "Yes" 32.78 "Yes" "Yes" "Fiber Optic" 29 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Credit Card" 102.65 4108.15 0 1191 1311.2 "Male" 42 "No" "No" 0 39.182916 -123.552571 148 0 3655 1 1 "-99"
"5061" "No" 0 71 "None" "Yes" 6.75 "Yes" "Yes" "DSL" 15 "No" "No" "Yes" "Yes" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 86.4 6172 0 926 479.25 "Male" 53 "No" "No" 0 34.408161 -118.865111 16013 0 4069 2 0 "-99"
"729" "No" 0 30 "None" "Yes" 37.42 "Yes" "Yes" "DSL" 17 "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 101.3 2974.5 0 0 1122.6 "Female" 80 "No" "Yes" 1 37.722302 -122.491129 26297 0 2440 0 0 "-99"
"6706" "Yes" 6 63 "Offer B" "Yes" 25.32 "No" "Yes" "Fiber Optic" 11 "Yes" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 50.65 3221.25 1 354 1595.16 "Female" 37 "Yes" "Yes" 1 39.913777 -122.289984 13840 0 4847 1 0 "s3"
"6837" "Yes" 6 48 "Offer B" "Yes" 44.66 "No" "Yes" "Fiber Optic" 27 "Yes" "No" "Yes" "Yes" "Yes" "No" "No" "Yes" "One Year" "No" "Bank Withdrawal" 69.7 3023.65 0 0 2143.68 "Female" 19 "Yes" "Yes" 1 34.015481 -118.493231 5221 0 3442 0 0 "-99"
"3235" "No" 0 1 "None" "Yes" 5.93 "No" "Yes" "Fiber Optic" 19 "No" "No" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 80.55 80.55 0 0 5.93 "Male" 49 "No" "No" 0 36.525703 -120.952122 813 0 3154 0 0 "-99"
"3364" "No" 0 5 "None" "Yes" 19.3 "Yes" "Yes" "DSL" 25 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 75.6 402.5 0 0 96.5 "Female" 50 "No" "No" 0 39.492046 -123.375818 13472 1 3469 0 0 "-99"
"3321" "No" 0 30 "Offer C" "Yes" 7.19 "Yes" "Yes" "DSL" 18 "Yes" "Yes" "Yes" "No" "No" "No" "No" "Yes" "One Year" "No" "Bank Withdrawal" 90.4 2820.65 0 50.77 215.7 "Male" 62 "No" "No" 0 37.990574 -120.261821 1519 0 3171 1 0 "-99"
"5657" "Yes" 6 67 "None" "Yes" 17.72 "Yes" "Yes" "Fiber Optic" 23 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Credit Card" 109.7 7344.45 0 0 1187.24 "Female" 50 "Yes" "No" 0 39.34128 -120.786867 145 0 4017 1 0 "-99"
"5837" "No" 0 1 "None" "Yes" 37.62 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 19.75 19.75 0 0 37.62 "Female" 57 "No" "No" 0 34.17051 -118.289463 23981 0 3666 1 0 "s3"
"2673" "No" 0 14 "Offer D" "Yes" 1.69 "No" "Yes" "Fiber Optic" 21 "No" "Yes" "No" "Yes" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 80.05 1112.3 0 23.36 23.66 "Female" 51 "No" "No" 0 34.255442 -118.421314 97318 0 4400 0 0 "-99"
"5718" "No" 0 4 "Offer E" "No" 0 "No" "Yes" "Fiber Optic" 52 "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Credit Card" 57.2 223.75 0 116 0 "Female" 31 "No" "Yes" 3 38.735789 -119.85798 957 0 2421 0 0 "-99"
"2468" "No" 0 3 "None" "Yes" 34.49 "Yes" "Yes" "Cable" 57 "No" "No" "No" "No" "No" "No" "Yes" "No" "Month-to-Month" "No" "Credit Card" 78 209.1 0 119 103.47 "Male" 27 "No" "No" 0 33.867257 -118.330794 31678 0 3190 3 0 "s1"
"948" "No" 0 23 "None" "No" 0 "No" "Yes" "Fiber Optic" 2 "No" "No" "No" "No" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 34.65 768.45 0 0 0 "Male" 78 "No" "No" 0 34.057496 -118.413959 2527 0 2307 1 0 "-99"
"2625" "No" 0 43 "None" "Yes" 25.53 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 25.7 1188.2 0 0 1097.79 "Female" 42 "No" "No" 0 33.847755 -118.112532 27563 0 2017 0 0 "-99"
"6999" "Yes" 1 51 "Offer B" "Yes" 47.72 "Yes" "Yes" "Fiber Optic" 23 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 98.85 4947.55 0 0 2433.72 "Female" 34 "Yes" "No" 0 32.825086 -117.199424 51213 0 6034 0 0 "-99"
"2150" "No" 0 1 "Offer E" "Yes" 29.63 "No" "Yes" "DSL" 16 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 73.216 70.4 0 0 29.63 "Male" 40 "No" "No" 0 33.778436 -118.118648 425 1 4238 1 1 "s1"
"4949" "No" 0 48 "None" "Yes" 3.59 "No" "Yes" "Fiber Optic" 10 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 78.9 3771.5 0 377 172.32 "Male" 45 "No" "No" 0 34.030915 -117.273201 52202 0 4063 2 0 "s4"
"3179" "Yes" 1 72 "Offer A" "Yes" 21.72 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Bank Withdrawal" 20.7 1492.1 0 0 1563.84 "Male" 19 "Yes" "No" 0 38.197907 -122.017258 39279 0 6317 1 0 "-99"
"6012" "No" 0 46 "Offer B" "Yes" 30.6 "No" "Yes" "DSL" 59 "Yes" "Yes" "Yes" "No" "Yes" "No" "No" "No" "One Year" "Yes" "Credit Card" 95.65 4664.2 0 2752 1407.6 "Female" 27 "No" "No" 0 34.9436 -115.287901 115 0 4727 0 0 "-99"
"5744" "No" 0 12 "Offer D" "Yes" 21.93 "Yes" "Yes" "Fiber Optic" 16 "No" "No" "No" "Yes" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 79.55 958.25 0 153 263.16 "Female" 47 "No" "No" 0 34.050198 -118.210946 49431 0 3445 2 0 "-99"
"4747" "No" 0 70 "Offer A" "No" 0 "No" "Yes" "Fiber Optic" 13 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 58.35 4214.25 0 54.79 0 "Female" 54 "No" "No" 0 33.845706 -118.012204 44442 0 4093 0 0 "-99"
"3175" "No" 0 58 "Offer B" "Yes" 38.62 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 24.35 1423.85 0 0 2239.96 "Female" 31 "No" "No" 0 38.581354 -122.296283 9423 0 6190 2 0 "s3"
"1804" "No" 0 1 "None" "Yes" 13.58 "No" "Yes" "Cable" 26 "No" "No" "Yes" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 61.568 59.2 0 0 13.58 "Female" 40 "No" "Yes" 3 34.044271 -118.185237 55668 0 5020 6 1 "-99"
"5932" "No" 0 19 "Offer D" "Yes" 4.03 "No" "Yes" "DSL" 26 "No" "No" "No" "Yes" "No" "No" "No" "Yes" "Month-to-Month" "No" "Credit Card" 48.8 953.65 0 0 76.57 "Female" 59 "No" "Yes" 2 33.079834 -117.134275 17944 0 3749 3 0 "s3"
"3531" "Yes" 9 31 "Offer C" "Yes" 28.52 "Yes" "Yes" "Fiber Optic" 2 "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Bank Withdrawal" 80.55 2471.6 0 49 884.12 "Female" 58 "Yes" "No" 0 41.121108 -122.336613 228 0 3491 1 0 "-99"
"4950" "Yes" 6 60 "None" "Yes" 4.59 "Yes" "Yes" "Cable" 9 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 109.45 6572.85 0 0 275.4 "Male" 36 "Yes" "No" 0 36.27688 -117.033326 443 0 4350 0 0 "-99"
"816" "Yes" 1 62 "None" "Yes" 45.76 "Yes" "Yes" "Cable" 12 "No" "Yes" "Yes" "No" "No" "Yes" "No" "No" "Two Year" "Yes" "Credit Card" 96.1 6019.35 0 722 2837.12 "Female" 67 "Yes" "Yes" 2 32.79697 -116.969082 55277 0 5868 1 0 "-99"
"6449" "Yes" 3 19 "None" "Yes" 8.3 "No" "Yes" "Fiber Optic" 48 "No" "Yes" "No" "No" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Credit Card" 59.8 1130.85 0 0 157.7 "Female" 20 "Yes" "No" 0 38.233879 -120.861666 75 0 3652 1 1 "-99"
"2324" "Yes" 1 65 "Offer B" "Yes" 26.75 "Yes" "Yes" "DSL" 56 "Yes" "Yes" "Yes" "No" "No" "Yes" "Yes" "No" "One Year" "No" "Credit Card" 75.348 4653.85 1 2606 1738.75 "Male" 24 "Yes" "No" 0 37.941456 -122.320968 13984 1 4415 3 0 "s1"
"806" "Yes" 7 70 "None" "Yes" 12.07 "Yes" "Yes" "Fiber Optic" 17 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 90.05 6333.4 0 1077 844.9 "Male" 65 "Yes" "No" 0 34.098275 -117.967399 76890 0 4666 0 0 "-99"
"2593" "Yes" 1 46 "None" "Yes" 30.47 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 19.95 927.1 0 0 1401.62 "Female" 56 "Yes" "No" 0 33.788208 -118.404955 24979 0 5480 0 0 "-99"
"3695" "Yes" 1 17 "Offer D" "Yes" 28.83 "No" "Yes" "Fiber Optic" 5 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 96.65 1588.25 0 0 490.11 "Male" 33 "Yes" "No" 0 33.778436 -118.118648 425 0 5228 0 0 "-99"
"4113" "Yes" 1 8 "Offer E" "Yes" 39.59 "Yes" "Yes" "Fiber Optic" 16 "No" "No" "No" "No" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 85.65 659.45 0 0 316.72 "Male" 62 "Yes" "No" 0 36.696759 -119.024051 571 0 2512 0 0 "-99"
"3129" "Yes" 1 60 "Offer B" "Yes" 16.42 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 24.15 1505.9 0 0 985.2 "Male" 23 "Yes" "No" 0 37.776718 -122.495781 42476 0 4501 2 0 "-99"
"6388" "No" 0 54 "None" "Yes" 48.97 "No" "Yes" "Fiber Optic" 42 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Credit Card" 94.1 5060.9 0 0 2644.38 "Female" 23 "No" "No" 0 38.112166 -122.634384 24741 0 4084 1 1 "-99"
"4192" "No" 0 10 "None" "Yes" 4.42 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20 198.7 0 0 44.2 "Male" 56 "No" "No" 0 37.802071 -122.411004 26831 0 2411 0 0 "-99"
"2161" "Yes" 1 53 "None" "No" 0 "No" "Yes" "DSL" 14 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Bank Withdrawal" 62.868 3184.25 0 446 0 "Male" 61 "Yes" "No" 0 34.245289 -117.642503 23079 1 5650 2 1 "s2"
"1500" "No" 0 10 "Offer D" "Yes" 37.36 "Yes" "Yes" "Cable" 31 "Yes" "No" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 102.648 973.25 0 302 373.6 "Female" 35 "No" "No" 0 33.822295 -118.26411 55486 1 5561 4 0 "-99"
"3363" "Yes" 5 70 "None" "Yes" 43.81 "Yes" "Yes" "DSL" 17 "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 80.6 5460.2 0 0 3066.7 "Female" 37 "Yes" "No" 0 39.220368 -122.907693 2344 0 5880 0 0 "-99"
"4038" "Yes" 7 72 "Offer A" "Yes" 8.51 "Yes" "Yes" "Fiber Optic" 24 "No" "Yes" "Yes" "Yes" "No" "No" "No" "No" "Two Year" "No" "Bank Withdrawal" 90.45 6565.85 0 1576 612.72 "Male" 31 "Yes" "Yes" 3 36.37559 -119.211689 30395 0 4461 1 0 "s3"
"5368" "Yes" 10 1 "None" "Yes" 32.78 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 19.2 19.2 0 0 32.78 "Male" 57 "Yes" "Yes" 3 37.222842 -121.988727 13290 0 3007 0 0 "-99"
